Obj,ID,year,territorial_emissions (ktCO2e),mid_year_population ,area,GDP per head ,travel flow on car/all vehicles,high-carbon industry ratio,,,,,,,,,,,,,
1,1,2005,1713.73731,541.956,3.068841026,"5,327,677",0.726804124,0.12808921,,,,,,,,,,,,,
2,1,2006,1845.418237,551.304,3.068841026,"5,728,475",0.696969697,0.108499096,,,,,,,,,,,,,
3,1,2007,1738.109831,570.525,3.028461538,"6,278,247",0.687179487,0.11151296,,,,,,,,,,,,,
4,1,2008,1750.251928,557.175,3.028461538,"6,351,098",0.7,0.11151296,,,,,,,,,,,,,
5,1,2009,1545.915502,552.928,2.988082051,"6,514,941",0.711764706,0.185873606,,,,,,,,,,,,,
6,1,2010,1703.696754,543.012,2.988082051,"6,984,636",0.708333333,0.172774869,,,,,,,,,,,,,
7,1,2011,1457.960837,548.488,2.988082051,"7,249,130",0.713414634,0.182282794,,,,,,,,,,,,,
8,1,2012,1602.107341,489.288,2.988082051,"8,083,077",0.704402516,0.173109244,,,,,,,,,,,,,
9,1,2013,1474.685647,446.294,2.988082051,"9,496,006",0.698113208,0.1642,,,,,,,,,,,,,
10,1,2014,1224.480749,454.286,2.988082051,"9,729,141",0.699386503,0.1532,,,,,,,,,,,,,
11,1,2015,1073.45754,494.838,2.988082051,"9,156,270",0.705521472,0.016021245,,,,,,,,,,,,,
12,1,2016,889.9874793,536.204,2.988082051,"9,547,417",0.6875,0.017056106,,,,,,,,,,,,,
13,1,2017,784.2850843,566.396,2.988082051,"9,259,829",0.681818182,0.019272053,,,,,,,,,,,,,
14,1,2018,774.8646339,670.362,3.109220513,"8,842,982",0.677852349,0.021587364,,,,,,,,,,,,,
15,1,2019,737.5229374,748.517,3.109220513,"8,252,331",0.673333333,0.024748361,,,,,,,,,,,,,
16,1,2020,584.3248427,809.412,2.988082051,"7,953,665",0.64957265,0.02146,,,,,,,,,,,,,
17,2,2005,1005.099461,12636.9,36.82998974,"17,306",0.807936508,0.052742616,,,,,,,,,,,,,
18,2,2006,1008.323398,12703.932,36.82998974,"19,030",0.792168675,0.054249548,,,,,,,,,,,,,
19,2,2007,992.4354117,12846.356,36.82998974,"19,761",0.779635258,0.04822182,,,,,,,,,,,,,
20,2,2008,950.3953719,13106.352,36.82998974,"19,832",0.790322581,0.049728752,,,,,,,,,,,,,
21,2,2009,867.5655466,13140.92,35.86077949,"18,214",0.797856049,0.087159533,,,,,,,,,,,,,
22,2,2010,943.2130256,13530.012,35.86077949,"19,620",0.802507837,0.086887836,,,,,,,,,,,,,
23,2,2011,857.3310588,13840.146,35.86077949,"19,719",0.791208791,0.078721746,,,,,,,,,,,,,
24,2,2012,892.945035,14109.062,35.86077949,"20,038",0.789473684,0.081929556,,,,,,,,,,,,,
25,2,2013,857.8592113,14398.624,35.86077949,"21,218",0.786392405,0.088432,,,,,,,,,,,,,
26,2,2014,754.5595088,14700.1,35.86077949,"21,114",0.7856049,0.99643,,,,,,,,,,,,,
27,2,2015,726.3149454,15029.474,35.86077949,"20,806",0.784073507,0.157593123,,,,,,,,,,,,,
28,2,2016,673.3906292,15405.468,35.86077949,"19,632",0.766716196,0.168241966,,,,,,,,,,,,,
29,2,2017,643.8571097,15592.614,35.86077949,"19,146",0.765861027,0.172101449,,,,,,,,,,,,,
30,2,2018,737.1633145,16535.844,37.7992,"19,574",0.763636364,0.171901134,,,,,,,,,,,,,
31,2,2019,765.5059296,16606.668,37.7992,"20,262",0.767019667,0.190591701,,,,,,,,,,,,,
32,2,2020,696.3637054,16058.025,36.34538462,"19,042",0.744186047,0.190032,,,,,,,,,,,,,
33,3,2005,1919.898016,24893.116,84.52398462,"20,572",0.826086957,0.088908981,,,,,,,,,,,,,
34,3,2006,1921.57246,25140.876,84.52398462,"21,773",0.815517241,0.078360458,,,,,,,,,,,,,
35,3,2007,1855.07184,25447.612,84.52398462,"22,596",0.806116561,0.078360458,,,,,,,,,,,,,
36,3,2008,1856.981599,25780.112,84.52398462,"22,229",0.810795771,0.078360458,,,,,,,,,,,,,
37,3,2009,1712.83529,25591.346,82.29966923,"20,728",0.817818389,0.141558442,,,,,,,,,,,,,
38,3,2010,1851.267414,26006.412,82.29966923,"21,140",0.822010107,0.14028314,,,,,,,,,,,,,
39,3,2011,1678.07067,26457.812,82.29966923,"21,649",0.82134434,0.139784946,,,,,,,,,,,,,
40,3,2012,1760.583976,26919.498,82.29966923,"22,951",0.813364055,0.152956298,,,,,,,,,,,,,
41,3,2013,1722.428325,27254.274,82.29966923,"23,331",0.805128205,,,,,,,,,,,,,,
42,3,2014,1549.391697,27657.13,82.29966923,"24,526",0.797746479,,,,,,,,,,,,,,
43,3,2015,1495.136685,28029.572,82.29966923,"24,760",0.795583239,0.074710497,,,,,,,,,,,,,
44,3,2016,1428.062383,28473.276,82.29966923,"25,784",0.781838949,0.084507042,,,,,,,,,,,,,
45,3,2017,1364.441267,28697.422,82.29966923,"25,623",0.780623608,0.103588605,,,,,,,,,,,,,
46,3,2018,1448.719891,30586.92,86.7483,"26,249",0.778149387,0.101075597,,,,,,,,,,,,,
47,3,2019,1403.364473,30877.782,86.7483,"27,129",0.779912184,0.111399926,,,,,,,,,,,,,
48,3,2020,1284.2205,29925.525,83.41182692,"26,293",0.76519337,,,,,,,,,,,,,,
49,4,2005,1332.614532,17124.107,63.4623141,"20,300",0.81870229,0.162748644,,,,,,,,,,,,,
50,4,2006,1315.161229,17192.56,63.4623141,"21,257",0.799807507,0.150693189,,,,,,,,,,,,,
51,4,2007,1259.076131,17296.125,63.4623141,"22,243",0.79307026,0.146172393,,,,,,,,,,,,,
52,4,2008,1246.402921,17452.204,63.4623141,"22,421",0.798254122,0.129596142,,,,,,,,,,,,,
53,4,2009,1138.938012,17110.95,61.81394231,"21,097",0.805421104,0.144265233,,,,,,,,,,,,,
54,4,2010,1228.236954,17303.325,61.81394231,"21,560",0.801783944,0.138938053,,,,,,,,,,,,,
55,4,2011,1120.407632,17458.05,61.81394231,"21,904",0.808748728,0.119363395,,,,,,,,,,,,,
56,4,2012,1181.017186,17573.1,61.81394231,"24,344",0.803061224,0.130573248,,,,,,,,,,,,,
57,4,2013,1147.958372,17761.2,61.81394231,"26,970",0.798345398,0.1256,,,,,,,,,,,,,
58,4,2014,1036.118482,18001.2,61.81394231,"27,185",0.791540785,,,,,,,,,,,,,,
59,4,2015,996.1956105,18179.025,61.81394231,"27,950",0.79020979,0.164925783,,,,,,,,,,,,,
60,4,2016,967.3098901,18382.125,61.81394231,"29,430",0.77885548,0.158762329,,,,,,,,,,,,,
61,4,2017,911.8000318,18459.3,61.81394231,"28,408",0.778315586,0.180304222,,,,,,,,,,,,,
62,4,2018,907.4292999,19533.382,65.1106859,"28,415",0.785221675,0.157054067,,,,,,,,,,,,,
63,4,2019,874.038037,19614.673,65.1106859,"29,954",0.787234043,0.177372355,,,,,,,,,,,,,
64,4,2020,787.4202727,19694.779,65.1106859,"28,140",0.766398159,,,,,,,,,,,,,,
65,5,2005,1599.561465,20591.364,42.12397436,"22,874",0.828544061,0.058770344,,,,,,,,,,,,,
66,5,2006,1554.394004,21014.304,42.12397436,"23,997",0.813575526,0.054249548,,,,,,,,,,,,,
67,5,2007,1555.257667,21245.475,41.56971154,"24,458",0.806358382,0.052742616,,,,,,,,,,,,,
68,5,2008,1572.315754,21817.575,41.56971154,"24,067",0.815494393,0.052742616,,,,,,,,,,,,,
69,5,2009,1429.246746,22060.732,41.01544872,"22,524",0.818369453,0.093457944,,,,,,,,,,,,,
70,5,2010,1421.578797,22554.09,41.01544872,"22,950",0.82312253,0.09058927,,,,,,,,,,,,,
71,5,2011,1281.255227,23106.13,41.01544872,"23,243",0.812627291,0.091157703,,,,,,,,,,,,,
72,5,2012,1479.753927,23279.882,41.01544872,"24,344",0.810838446,0.095744681,,,,,,,,,,,,,
73,5,2013,1426.291324,23466.288,41.01544872,"25,256",0.81302521,,,,,,,,,,,,,,
74,5,2014,1207.458886,23687.474,41.01544872,"27,057",0.804679552,,,,,,,,,,,,,,
75,5,2015,1126.987148,23934.782,41.01544872,"29,097",0.8004158,0.13674045,,,,,,,,,,,,,
76,5,2016,1089.104005,24155.598,41.01544872,"30,104",0.784722222,0.146044625,,,,,,,,,,,,,
77,5,2017,1057.031978,24353.548,41.01544872,"30,086",0.786359077,0.147848416,,,,,,,,,,,,,
78,5,2018,1196.193093,25802.01,43.2325,"29,816",0.784784785,0.141654691,,,,,,,,,,,,,
79,5,2019,1106.19498,25722.138,43.2325,"31,611",0.787109375,0.16225864,,,,,,,,,,,,,
80,5,2020,1025.711113,24581.475,41.56971154,"30,887",0.766704417,,,,,,,,,,,,,,
81,6,2005,1670.347925,23654.259,152.0596051,"22,492",0.829251225,0.170283303,,,,,,,,,,,,,
82,6,2006,1698.012901,23776.077,152.0596051,"24,013",0.819444444,0.170283303,,,,,,,,,,,,,
83,6,2007,1608.785228,23907.375,152.0596051,"24,896",0.811281337,0.168776371,,,,,,,,,,,,,
84,6,2008,1579.446362,24092.472,152.0596051,"24,741",0.815308989,0.164255576,,,,,,,,,,,,,
85,6,2009,1461.407159,23633.148,148.2099949,"22,963",0.820694543,,,,,,,,,,,,,,
86,6,2010,1526.31381,23759.12,148.2099949,"23,494",0.815351195,0.041694463,,,,,,,,,,,,,
87,6,2011,1390.314783,23912.658,148.2099949,"24,031",0.81884058,,,,,,,,,,,,,,
88,6,2012,1468.752781,24181.003,148.2099949,"24,926",0.818445897,0.033047736,,,,,,,,,,,,,
89,6,2013,1432.532311,24498.859,148.2099949,"24,930",0.819494585,,,,,,,,,,,,,,
90,6,2014,1270.735269,24763.354,148.2099949,"25,462",0.816384181,,,,,,,,,,,,,,
91,6,2015,1235.420643,25048.331,148.2099949,"25,379",0.813464236,0.095704949,,,,,,,,,,,,,
92,6,2016,1183.214214,25223.66,148.2099949,"27,395",0.794520548,0.105456213,,,,,,,,,,,,,
93,6,2017,1111.969048,25363.107,148.2099949,"27,503",0.796551724,0.115967886,,,,,,,,,,,,,
94,6,2018,1126.525573,26818.776,155.9092154,"29,133",0.800423131,0.104339578,,,,,,,,,,,,,
95,6,2019,1081.313354,26919.216,155.9092154,"29,113",0.803814714,0.11778291,,,,,,,,,,,,,
96,6,2020,992.1402477,25954.656,150.1348,"27,512",0.786610879,,,,,,,,,,,,,,
97,7,2005,1839.675536,16042.688,21.23079487,"180,531",0.755632582,0.034659433,,,,,,,,,,,,,
98,7,2006,1949.442423,16038.432,21.23079487,"188,657",0.743944637,0.049728752,,,,,,,,,,,,,
99,7,2007,1890.699409,15864,20.95144231,"210,788",0.737478411,0.051235684,,,,,,,,,,,,,
